Número de cotización,Fecha de creación,Estado,Side Cliente,Creado por,Número de Cuenta,Monto intercambio,Monto Pagado,Moneda,Precio,Comisión,Fecha de actualización,Transacción Id,Tipo de servicio,OMS
1526,"20/06/2025 12:19:41, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,5.70,90.00,BOB,15.80,0.00,20/06/2025 12:19:56,229087550,S-001,Banexcoin Bolivia
1527,"20/06/2025 12:24:08, UTC -04:00",Completed,Sell,RosaMolina92456,10030,8.23,130.00,BOB,15.80,0.00,20/06/2025 12:24:28,7104092450,S-001,Banexcoin Bolivia
1531,"20/06/2025 12:40:06, UTC -04:00",Completed,Sell,RosaMolina92456,10030,7.58,120.00,BOB,15.83,0.00,20/06/2025 12:40:23,7104176400,S-001,Banexcoin Bolivia
1532,"20/06/2025 13:02:06, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,3.78,60.00,BOB,15.85,0.00,20/06/2025 13:02:18,7104288090,S-001,Banexcoin Bolivia
1536,"20/06/2025 13:38:31, UTC -04:00",Completed,Sell,VictorFernandez452024,10001,0.63,10.00,BOB,15.91,0.00,20/06/2025 13:38:44,229117570,S-001,Banexcoin Bolivia
1539,"20/06/2025 13:41:43, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,2.83,45.00,BOB,15.92,0.00,20/06/2025 13:41:58,7104475550,S-001,Banexcoin Bolivia
1541,"20/06/2025 15:32:14, UTC -04:00",Completed,Sell,VictorFernandez452024,10001,0.75,12.00,BOB,15.98,0.00,20/06/2025 15:32:33,229159640,S-001,Banexcoin Bolivia
1545,"20/06/2025 18:49:50, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,14.10,225.00,BOB,15.96,0.00,20/06/2025 18:50:10,7105962080,S-001,Banexcoin Bolivia
1546,"20/06/2025 20:13:26, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,0.94,15.00,BOB,15.91,0.00,20/06/2025 20:13:37,7106363600,S-001,Banexcoin Bolivia
1547,"20/06/2025 20:15:49, UTC -04:00",Completed,Sell,RosaAguilar50Cl,10029,1.70,27.00,BOB,15.91,0.00,20/06/2025 20:16:52,7106377310,S-001,Banexcoin Bolivia
1548,"20/06/2025 20:52:25, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,3.16,50.00,BOB,15.85,0.00,20/06/2025 20:52:37,7106528780,S-001,Banexcoin Bolivia
1552,"21/06/2025 11:42:26, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,2.85,45.00,BOB,15.77,0.00,21/06/2025 11:42:39,7107977890,S-001,Banexcoin Bolivia
1554,"21/06/2025 11:47:27, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.71,27.00,BOB,15.78,0.00,21/06/2025 11:47:49,7108003690,S-001,Banexcoin Bolivia
1555,"21/06/2025 12:00:23, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.27,20.00,BOB,15.79,0.00,21/06/2025 12:00:44,7108065980,S-001,Banexcoin Bolivia
1556,"21/06/2025 13:10:33, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,19.52,308.00,BOB,15.78,0.00,21/06/2025 13:10:47,7108412090,S-001,Banexcoin Bolivia
1557,"21/06/2025 13:18:04, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,6.81,107.40,BOB,15.77,0.00,21/06/2025 13:18:17,7108447980,S-001,Banexcoin Bolivia
1559,"21/06/2025 18:31:14, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,7.63,120.00,BOB,15.74,0.00,21/06/2025 18:31:26,7109750320,S-001,Banexcoin Bolivia
1560,"21/06/2025 22:34:11, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.46,23.00,BOB,15.71,0.00,21/06/2025 22:35:26,7110615020,S-001,Banexcoin Bolivia
1581,"22/06/2025 03:17:36, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.41,22.00,BOB,15.65,0.00,22/06/2025 03:17:47,7110911870,S-001,Banexcoin Bolivia
1582,"22/06/2025 10:39:04, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,1.14,18.00,BOB,15.79,0.00,22/06/2025 10:39:19,7111406690,S-001,Banexcoin Bolivia
1583,"22/06/2025 12:16:11, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,2.53,40.00,BOB,15.80,0.00,22/06/2025 12:16:25,7111745470,S-001,Banexcoin Bolivia
1584,"22/06/2025 12:17:55, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.65,26.00,BOB,15.80,0.00,22/06/2025 12:18:09,7111752130,S-001,Banexcoin Bolivia
1585,"22/06/2025 12:28:52, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.65,26.00,BOB,15.79,0.00,22/06/2025 12:29:06,7111794050,S-001,Banexcoin Bolivia
1586,"22/06/2025 12:52:27, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,7.60,120.00,BOB,15.79,0.00,22/06/2025 12:52:51,7111883070,S-001,Banexcoin Bolivia
1587,"22/06/2025 12:53:48, UTC -04:00",Completed,Sell,JoseRivera68Cl,20119,2.22,35.00,BOB,15.79,0.00,22/06/2025 12:54:19,7111888780,S-001,Banexcoin Bolivia
1588,"22/06/2025 12:54:46, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,3.17,50.00,BOB,15.79,0.00,22/06/2025 12:55:03,7111891400,S-001,Banexcoin Bolivia
1598,"22/06/2025 15:09:54, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,11.66,184.00,BOB,15.78,0.00,22/06/2025 15:10:15,7112336520,S-001,Banexcoin Bolivia
1599,"22/06/2025 16:26:21, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,4.74,75.00,BOB,15.81,0.00,22/06/2025 16:26:32,7112546450,S-001,Banexcoin Bolivia
1601,"22/06/2025 18:02:35, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,0.95,15.00,BOB,15.85,0.00,22/06/2025 18:02:49,7112814250,S-001,Banexcoin Bolivia
1602,"22/06/2025 23:42:01, UTC -04:00",Completed,Sell,SilviaPerez41Ar,20046,22.48,356.18,BOB,15.85,0.00,22/06/2025 23:42:38,7113632950,S-001,Banexcoin Bolivia
1612,"23/06/2025 11:35:37, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,127.12,"2,011.44",BOB,15.82,0.00,23/06/2025 11:36:06,7114575410,S-001,Banexcoin Bolivia
1613,"23/06/2025 11:54:57, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,15.81,250.00,BOB,15.82,0.00,23/06/2025 11:55:09,7114656420,S-001,Banexcoin Bolivia
1698,"23/06/2025 13:35:28, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,3.28,52.00,BOB,15.83,0.00,23/06/2025 13:35:39,229948060,S-001,Banexcoin Bolivia
1699,"23/06/2025 13:40:45, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,8.28,131.00,BOB,15.82,0.00,23/06/2025 13:41:07,7115138690,S-001,Banexcoin Bolivia
1700,"23/06/2025 13:46:43, UTC -04:00",Completed,Sell,SilviaLeon84456,10033,0.19,3.00,BOB,15.82,0.00,23/06/2025 13:47:10,7115163930,S-001,Banexcoin Bolivia
1701,"23/06/2025 14:56:47, UTC -04:00",Completed,Sell,SilviaPerez41Ar,20046,252.74,"4,000.00",BOB,15.83,0.00,23/06/2025 14:57:25,7115459880,S-001,Banexcoin Bolivia
1702,"23/06/2025 16:00:16, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,22.12,350.00,BOB,15.82,0.00,23/06/2025 16:00:30,7115731060,S-001,Banexcoin Bolivia
1706,"23/06/2025 17:07:16, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,100.00,"1,582.40",BOB,15.82,0.00,23/06/2025 17:07:29,7116037530,S-001,Banexcoin Bolivia
1721,"24/06/2025 12:28:13, UTC -04:00",Completed,Sell,GloriaDelgado61Max,10078,1.26,20.00,BOB,15.82,0.00,24/06/2025 12:28:27,7118520840,S-001,Banexcoin Bolivia
1723,"24/06/2025 14:58:49, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,3.74,59.00,BOB,15.79,0.00,24/06/2025 14:59:07,7119171430,S-001,Banexcoin Bolivia
1726,"24/06/2025 19:10:39, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,6.44,102.00,BOB,15.84,0.00,24/06/2025 19:10:57,7120268420,S-001,Banexcoin Bolivia
1727,"24/06/2025 21:07:01, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,5.06,80.00,BOB,15.82,0.00,24/06/2025 21:07:14,7120705950,S-001,Banexcoin Bolivia
1729,"25/06/2025 10:41:21, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,152.48,"2,412.00",BOB,15.82,0.00,25/06/2025 10:41:45,7121752310,S-001,Banexcoin Bolivia
1730,"25/06/2025 10:50:00, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,6.32,100.00,BOB,15.82,0.00,25/06/2025 10:51:01,7121789910,S-001,Banexcoin Bolivia
1732,"25/06/2025 11:13:04, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,1.26,20.00,BOB,15.82,0.00,25/06/2025 11:13:24,7121883310,S-001,Banexcoin Bolivia
1733,"25/06/2025 12:02:48, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,8.84,140.00,BOB,15.83,0.00,25/06/2025 12:03:06,7122098340,S-001,Banexcoin Bolivia
1735,"25/06/2025 13:09:15, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,6.32,100.00,BOB,15.84,0.00,25/06/2025 13:09:31,7122416870,S-001,Banexcoin Bolivia
1736,"25/06/2025 13:18:47, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,2.84,45.00,BOB,15.83,0.00,25/06/2025 13:19:10,7122460410,S-001,Banexcoin Bolivia
1737,"25/06/2025 13:43:46, UTC -04:00",Completed,Sell,DianaBlanco84123,20163,22.74,360.00,BOB,15.83,0.00,25/06/2025 13:44:11,7122567500,S-001,Banexcoin Bolivia
1738,"25/06/2025 15:27:51, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,13.40,212.04,BOB,15.83,0.00,25/06/2025 15:28:10,7122997480,S-001,Banexcoin Bolivia
1739,"25/06/2025 15:28:35, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,58.05,918.84,BOB,15.83,0.00,25/06/2025 15:28:54,7123001040,S-001,Banexcoin Bolivia
1743,"25/06/2025 17:53:36, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,55.59,880.00,BOB,15.83,0.00,25/06/2025 17:53:52,7123637210,S-001,Banexcoin Bolivia
1744,"25/06/2025 19:43:57, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,4.68,74.00,BOB,15.82,0.00,25/06/2025 19:44:11,7124153230,S-001,Banexcoin Bolivia
1745,"26/06/2025 08:21:47, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,1.33,21.00,BOB,15.82,0.00,26/06/2025 08:22:01,7125052060,S-001,Banexcoin Bolivia
1747,"26/06/2025 08:25:54, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,54.68,865.00,BOB,15.82,0.00,26/06/2025 08:26:11,7125061770,S-001,Banexcoin Bolivia
1750,"26/06/2025 10:53:02, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,0.51,8.00,BOB,15.83,0.00,26/06/2025 10:53:22,7125567000,S-001,Banexcoin Bolivia
1751,"26/06/2025 11:11:35, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,2.53,40.00,BOB,15.83,0.00,26/06/2025 11:11:47,7125643650,S-001,Banexcoin Bolivia
1753,"26/06/2025 13:27:54, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,0.63,10.00,BOB,15.82,0.00,26/06/2025 13:29:13,7126308200,S-001,Banexcoin Bolivia
1755,"26/06/2025 14:54:07, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,2.53,40.00,BOB,15.81,0.00,26/06/2025 14:54:22,7126676500,S-001,Banexcoin Bolivia
1756,"26/06/2025 15:38:04, UTC -04:00",Completed,Sell,RosaAguilar50Cl,10029,1.09,17.30,BOB,15.81,0.00,26/06/2025 15:38:18,230933760,S-001,Banexcoin Bolivia
1757,"26/06/2025 15:58:45, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,15.19,240.00,BOB,15.80,0.00,26/06/2025 15:59:01,7126954630,S-001,Banexcoin Bolivia
1761,"26/06/2025 17:00:08, UTC -04:00",Completed,Sell,AlejandroSuarez38456,10007,18.99,300.00,BOB,15.80,0.00,26/06/2025 17:00:32,7127220840,S-001,Banexcoin Bolivia
1762,"26/06/2025 17:41:12, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,0.51,8.00,BOB,15.79,0.00,26/06/2025 17:41:24,7127405840,S-001,Banexcoin Bolivia
1763,"26/06/2025 18:26:32, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,9.49,150.00,BOB,15.80,0.00,26/06/2025 18:26:44,7127616920,S-001,Banexcoin Bolivia
1764,"26/06/2025 19:38:06, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,18.99,300.00,BOB,15.80,0.00,26/06/2025 19:38:19,7127947420,S-001,Banexcoin Bolivia
1766,"27/06/2025 09:42:00, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,2.54,40.00,BOB,15.76,0.00,27/06/2025 09:42:17,7129143930,S-001,Banexcoin Bolivia
1767,"27/06/2025 13:19:56, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,2.85,44.50,BOB,15.63,0.00,27/06/2025 13:20:11,7130108900,S-001,Banexcoin Bolivia
1768,"27/06/2025 14:40:52, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,2.56,40.00,BOB,15.63,0.00,27/06/2025 14:41:11,7130459430,S-001,Banexcoin Bolivia
1769,"27/06/2025 14:46:33, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,3.58,56.00,BOB,15.63,0.00,27/06/2025 14:46:51,7130483590,S-001,Banexcoin Bolivia
1770,"27/06/2025 17:03:56, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,1.78,28.00,BOB,15.70,0.00,27/06/2025 17:04:25,7131094430,S-001,Banexcoin Bolivia
1771,"27/06/2025 17:57:21, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,15.94,250.00,BOB,15.68,0.00,27/06/2025 17:57:35,7131346010,S-001,Banexcoin Bolivia
1772,"27/06/2025 18:07:15, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,9.56,150.00,BOB,15.69,0.00,27/06/2025 18:07:30,7131394050,S-001,Banexcoin Bolivia
1773,"27/06/2025 19:14:08, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,2.59,40.70,BOB,15.69,0.00,27/06/2025 19:14:21,7131714890,S-001,Banexcoin Bolivia
1774,"27/06/2025 21:45:05, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,33.59,527.20,BOB,15.70,0.00,27/06/2025 21:45:24,7132316890,S-001,Banexcoin Bolivia
1778,"28/06/2025 08:30:42, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,40.23,630.00,BOB,15.66,0.00,28/06/2025 08:30:57,7132926850,S-001,Banexcoin Bolivia
1781,"28/06/2025 09:31:17, UTC -04:00",Completed,Sell,AlejandroSuarez38456,10007,95.97,"1,500.00",BOB,15.63,0.00,28/06/2025 09:31:27,231455290,S-001,Banexcoin Bolivia
1783,"28/06/2025 12:29:14, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,1.60,25.00,BOB,15.61,0.00,28/06/2025 12:29:27,231524130,S-001,Banexcoin Bolivia
1784,"28/06/2025 13:06:00, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,10.29,160.00,BOB,15.55,0.00,28/06/2025 13:06:13,7134222070,S-001,Banexcoin Bolivia
1785,"28/06/2025 13:48:13, UTC -04:00",Completed,Sell,RosaAguilar50Cl,10029,1.48,23.00,BOB,15.56,0.00,28/06/2025 13:48:29,7134437600,S-001,Banexcoin Bolivia
1786,"28/06/2025 15:17:33, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,4.25,66.00,BOB,15.54,0.00,28/06/2025 15:17:49,7134855540,S-001,Banexcoin Bolivia
1787,"28/06/2025 19:50:08, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,4.97,76.00,BOB,15.28,0.00,28/06/2025 19:50:21,7136067290,S-001,Banexcoin Bolivia
1788,"28/06/2025 20:42:31, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,5.21,80.00,BOB,15.35,0.00,28/06/2025 20:42:46,7136283020,S-001,Banexcoin Bolivia
1789,"28/06/2025 23:17:18, UTC -04:00",Completed,Sell,SilviaPerez41Ar,20046,0.98,15.00,BOB,15.35,0.00,28/06/2025 23:17:40,7136751220,S-001,Banexcoin Bolivia
1790,"29/06/2025 09:55:32, UTC -04:00",Completed,Sell,RosaAguilar50Cl,10029,2.61,40.00,BOB,15.34,0.00,29/06/2025 09:55:51,7137339760,S-001,Banexcoin Bolivia
1791,"29/06/2025 11:18:37, UTC -04:00",Completed,Sell,PabloBlanco44456,10025,1.56,24.00,BOB,15.36,0.00,29/06/2025 11:18:51,7137588120,S-001,Banexcoin Bolivia
1792,"29/06/2025 12:50:22, UTC -04:00",Completed,Sell,MonicaTorres55123,10021,8.06,124.00,BOB,15.39,0.00,29/06/2025 12:50:59,7137929090,S-001,Banexcoin Bolivia
1793,"29/06/2025 13:00:57, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,3.18,49.00,BOB,15.39,0.00,29/06/2025 13:01:13,7137968140,S-001,Banexcoin Bolivia
1799,"29/06/2025 15:48:22, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,68.42,"1,051.22",BOB,15.37,0.00,29/06/2025 15:49:05,231859670,S-001,Banexcoin Bolivia
1801,"29/06/2025 19:36:52, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,32.54,500.00,BOB,15.36,0.00,29/06/2025 19:37:15,231908010,S-001,Banexcoin Bolivia
1802,"30/06/2025 10:51:28, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,32.68,500.00,BOB,15.30,0.00,30/06/2025 10:51:48,7140414750,S-001,Banexcoin Bolivia
1803,"30/06/2025 11:16:22, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,6.48,99.00,BOB,15.29,0.00,30/06/2025 11:16:37,7140524230,S-001,Banexcoin Bolivia
1804,"30/06/2025 12:01:09, UTC -04:00",Completed,Sell,LauraMunoz62Pro,10077,18.98,287.00,BOB,15.12,0.00,30/06/2025 12:01:33,7140730190,S-001,Banexcoin Bolivia
1806,"30/06/2025 12:48:35, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,1.34,20.00,BOB,14.93,0.00,30/06/2025 12:48:47,7140962400,S-001,Banexcoin Bolivia
1807,"30/06/2025 12:52:12, UTC -04:00",Completed,Sell,AntonioSanchez14Max,10027,2.36,35.30,BOB,14.95,0.00,30/06/2025 12:52:27,7140983670,S-001,Banexcoin Bolivia
1808,"30/06/2025 13:51:54, UTC -04:00",Completed,Sell,MonicaTorres55123,10021,0.89,13.00,BOB,14.67,0.00,30/06/2025 13:52:16,7141277890,S-001,Banexcoin Bolivia
1809,"30/06/2025 14:48:18, UTC -04:00",Completed,Sell,MonicaTorres55123,10021,1.09,16.00,BOB,14.69,0.00,30/06/2025 14:48:36,7141547900,S-001,Banexcoin Bolivia
1821,"30/06/2025 22:16:53, UTC -04:00",Completed,Sell,AdrianaLopez212024,10004,"1,017.76","15,000.00",BOB,14.74,0.00,30/06/2025 22:17:07,232313420,S-001,Banexcoin Bolivia
1823,"01/07/2025 07:18:58, UTC -04:00",Completed,Sell,SandraAlvarez592025,20075,99.95,"1,458.00",BOB,14.59,0.00,01/07/2025 07:19:15,7150608160,S-001,Banexcoin Bolivia
1842,"01/07/2025 17:30:19, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,148.38,"2,100.00",BOB,14.15,0.00,01/07/2025 17:30:31,7153375750,S-001,Banexcoin Bolivia
1843,"01/07/2025 18:08:10, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,28.21,400.00,BOB,14.18,0.00,01/07/2025 18:08:23,7153576140,S-001,Banexcoin Bolivia
1844,"01/07/2025 19:21:56, UTC -04:00",Completed,Sell,CarlosRuiz32Pe,20154,2.41,34.00,BOB,14.13,0.00,01/07/2025 19:22:18,7153960450,S-001,Banexcoin Bolivia
1869,"02/07/2025 09:50:05, UTC -04:00",Completed,Sell,EduardoAlvarez15Pe,10013,2.39,32.00,BOB,13.40,0.00,02/07/2025 09:51:03,232855620,S-001,Banexcoin Bolivia
1912,"02/07/2025 11:23:21, UTC -04:00",Completed,Sell,AdrianaLopez212024,10004,347.58,"5,000.00",BOB,14.39,0.00,02/07/2025 11:23:39,232902770,S-001,Banexcoin Bolivia
1918,"02/07/2025 14:12:40, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,19.00,275.00,BOB,14.48,0.00,02/07/2025 14:12:55,7156666660,S-001,Banexcoin Bolivia
1919,"02/07/2025 14:13:57, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,2.07,30.00,BOB,14.48,0.00,02/07/2025 14:14:09,7156672230,S-001,Banexcoin Bolivia
1921,"02/07/2025 14:37:40, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,2.07,30.00,BOB,14.52,0.00,02/07/2025 14:37:56,7156782890,S-001,Banexcoin Bolivia
1937,"02/07/2025 16:53:36, UTC -04:00",Completed,Sell,FernandoAlvarez68Cl,10080,0.02,0.35,BOB,15.20,0.00,02/07/2025 16:53:52,233066410,S-001,Banexcoin Bolivia
1938,"02/07/2025 17:57:41, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,5.80,87.00,BOB,14.99,0.00,02/07/2025 17:57:57,7157797620,S-001,Banexcoin Bolivia
1939,"02/07/2025 18:05:15, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,6.06,90.70,BOB,14.97,0.00,02/07/2025 18:05:27,7157837770,S-001,Banexcoin Bolivia
1941,"02/07/2025 20:34:54, UTC -04:00",Completed,Sell,SilviaPerez41Ar,20046,1.90,28.00,BOB,14.70,0.00,02/07/2025 20:35:20,7158950350,S-001,Banexcoin Bolivia
1960,"03/07/2025 08:26:07, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,1.33,20.00,BOB,15.03,0.00,03/07/2025 08:26:20,7159724110,S-001,Banexcoin Bolivia
1961,"03/07/2025 09:39:03, UTC -04:00",Completed,Sell,AlejandroSuarez38456,10007,99.92,"1,500.00",BOB,15.01,0.00,03/07/2025 09:39:27,233279000,S-001,Banexcoin Bolivia
1962,"03/07/2025 11:42:45, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,4.04,60.00,BOB,14.85,0.00,03/07/2025 11:42:57,7160525830,S-001,Banexcoin Bolivia
1963,"03/07/2025 11:50:37, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,18.17,270.00,BOB,14.86,0.00,03/07/2025 11:50:57,7160565660,S-001,Banexcoin Bolivia
1965,"03/07/2025 12:25:18, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,101.64,"1,514.00",BOB,14.90,0.00,03/07/2025 12:25:41,7160747830,S-001,Banexcoin Bolivia
1967,"03/07/2025 12:56:09, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,5.51,82.00,BOB,14.89,0.00,03/07/2025 12:56:22,7160913480,S-001,Banexcoin Bolivia
1969,"03/07/2025 17:35:04, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,3.66,55.00,BOB,15.01,0.00,03/07/2025 17:35:27,233493480,S-001,Banexcoin Bolivia
1970,"03/07/2025 17:52:29, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,13.34,200.00,BOB,15.00,0.00,03/07/2025 17:52:53,7162321310,S-001,Banexcoin Bolivia
1972,"03/07/2025 18:08:51, UTC -04:00",Completed,Sell,AlbertoLeon10007,10008,66.56,"1,000.00",BOB,15.03,0.00,03/07/2025 18:09:08,233507780,S-001,Banexcoin Bolivia
1973,"03/07/2025 18:34:19, UTC -04:00",Completed,Sell,CristinaSuarez852025,10003,0.53,8.00,BOB,15.03,0.00,03/07/2025 18:34:35,7162541280,S-001,Banexcoin Bolivia
1974,"03/07/2025 18:44:53, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,73.23,"1,100.00",BOB,15.02,0.00,03/07/2025 18:45:10,7162595300,S-001,Banexcoin Bolivia
1975,"03/07/2025 18:56:13, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.53,37.99,BOB,15.00,0.00,03/07/2025 18:56:26,7162660520,S-001,Banexcoin Bolivia
1976,"03/07/2025 19:04:59, UTC -04:00",Completed,Sell,AdrianaLopez212024,10004,267.22,"4,000.00",BOB,14.97,0.00,03/07/2025 19:05:13,7162705330,S-001,Banexcoin Bolivia
1977,"03/07/2025 19:20:04, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,14.68,220.00,BOB,14.99,0.00,03/07/2025 19:20:27,7162785490,S-001,Banexcoin Bolivia
1978,"03/07/2025 19:30:03, UTC -04:00",Completed,Sell,CarlosRuiz32Pe,20154,2.27,34.00,BOB,14.98,0.00,03/07/2025 19:30:28,7162834230,S-001,Banexcoin Bolivia
1980,"03/07/2025 20:17:31, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,9.35,140.00,BOB,14.98,0.00,03/07/2025 20:17:48,7163056120,S-001,Banexcoin Bolivia
1982,"03/07/2025 20:27:08, UTC -04:00",Completed,Sell,AndresVega17Pro,10086,11.35,170.00,BOB,14.98,0.00,03/07/2025 20:27:30,7163096600,S-001,Banexcoin Bolivia
1986,"03/07/2025 22:13:45, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.53,22.99,BOB,15.00,0.00,03/07/2025 22:13:57,7163457280,S-001,Banexcoin Bolivia
1988,"03/07/2025 22:16:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.06,75.99,BOB,15.01,0.00,03/07/2025 22:16:41,7163464510,S-001,Banexcoin Bolivia
1989,"03/07/2025 22:17:38, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.53,37.99,BOB,15.01,0.00,03/07/2025 22:17:53,7163467670,S-001,Banexcoin Bolivia
1990,"03/07/2025 22:20:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.50,7.49,BOB,15.01,0.00,03/07/2025 22:20:40,7163474610,S-001,Banexcoin Bolivia
1991,"03/07/2025 22:44:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.06,75.99,BOB,15.01,0.00,03/07/2025 22:44:11,7163529080,S-001,Banexcoin Bolivia
1992,"03/07/2025 22:49:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,23.97,359.99,BOB,15.02,0.00,03/07/2025 22:49:51,7163540610,S-001,Banexcoin Bolivia
1994,"03/07/2025 23:25:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,24.02,359.99,BOB,14.99,0.00,03/07/2025 23:25:16,7163600120,S-001,Banexcoin Bolivia
1995,"03/07/2025 23:29:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,24.02,359.99,BOB,14.99,0.00,03/07/2025 23:30:39,7163607400,S-001,Banexcoin Bolivia
1996,"03/07/2025 23:43:45, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,10.00,149.99,BOB,14.99,0.00,03/07/2025 23:43:59,7163623440,S-001,Banexcoin Bolivia
1997,"04/07/2025 08:40:53, UTC -04:00",Completed,Sell,LuciaNavarro90Cl,20042,20.01,300.00,BOB,14.99,0.00,04/07/2025 08:41:07,7163975470,S-001,Banexcoin Bolivia
